Year,Month,Risk
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.4375001
Year 2022,Aug,0.4375001
Year 2022,Aug,0.4375001
Year 2022,Aug,0.5375001
Year 2022,Aug,0.5875
Year 2022,Aug,0.5125
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4000001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.45
Year 2022,Aug,0.4625001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.5125
Year 2022,Aug,0.5125
Year 2022,Aug,0.4375001
Year 2022,Aug,0.5625001
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.6125001
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.5125
Year 2022,Aug,0.5125
Year 2022,Aug,0.5125
Year 2022,Aug,0.6125001
Year 2022,Aug,0.5625001
Year 2022,Aug,0.5125
Year 2022,Aug,0.5625001
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.5875
Year 2022,Aug,0.45
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.5375001
Year 2022,Aug,0.5375001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.5625001
Year 2022,Aug,0.5875
Year 2022,Aug,0.5375001
Year 2022,Aug,0.5125
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.45
Year 2022,Aug,0.45
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4000001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.4375001
Year 2022,Aug,0.5125
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6375
Year 2022,Aug,0.5875
Year 2022,Aug,0.5625001
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.45
Year 2022,Aug,0.4250001
Year 2022,Aug,0.45
Year 2022,Aug,0.4250001
Year 2022,Aug,0.4875001
Year 2022,Aug,0.4625001
Year 2022,Aug,0.5375001
Year 2022,Aug,0.5625001
Year 2022,Aug,0.5875
Year 2022,Aug,0.6125001
Year 2022,Aug,0.5625001
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.5875
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Aug,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5375001
Year 2022,Sep,0.5125
Year 2022,Sep,0.4875001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5375001
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5625001
Year 2022,Sep,0.575
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.5375001
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5375001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5375001
Year 2022,Sep,0.5375001
Year 2022,Sep,0.575
Year 2022,Sep,0.6000001
Year 2022,Sep,0.575
Year 2022,Sep,0.575
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6000001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5125
Year 2022,Sep,0.4625001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5375001
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5875
Year 2022,Sep,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5875
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4875001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5625001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6375
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.3875
Year 2022,Sep,0.4125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6375
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6375
Year 2022,Sep,0.65
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.6125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6375
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6375
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.5875
Year 2022,Sep,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4875001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.6250001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5625001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4875001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.6375
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6375
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.5375001
Year 2022,Sep,0.6375
Year 2022,Sep,0.6375
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4875001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5125
Year 2022,Sep,0.5625001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5375001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.3750001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.4375001
Year 2022,Sep,0.5125
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.6125001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.5875
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.3750001
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4250001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5875
Year 2022,Sep,0.5625001
Year 2022,Sep,0.5875
Year 2022,Sep,0.525
Year 2022,Sep,0.5500001
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4250001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.5000001
Year 2022,Sep,0.575
Year 2022,Sep,0.575
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.35
Year 2022,Sep,0.3750001
Year 2022,Sep,0.3375
Year 2022,Sep,0.3125
Year 2022,Sep,0.3125
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4000001
Year 2022,Sep,0.4250001
Year 2022,Sep,0.4750001
Year 2022,Sep,0.525
Year 2022,Sep,0.5000001
Year 2022,Sep,0.575
Year 2022,Sep,0.575
Year 2022,Sep,0.575
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3125
Year 2022,Sep,0.3375
Year 2022,Sep,0.3125
Year 2022,Sep,0.3375
Year 2022,Sep,0.3125
Year 2022,Sep,0.35
Year 2022,Sep,0.35
Year 2022,Sep,0.4750001
Year 2022,Sep,0.5000001
Year 2022,Sep,0.4250001
Year 2022,Sep,0.525
Year 2022,Sep,0.575
Year 2022,Sep,0.575
Year 2022,Sep,0.575
Year 2022,Sep,0.5500001
Year 2022,Sep,0.525
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.3625
Year 2022,Sep,0.3625
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3875
Year 2022,Sep,0.3875
Year 2022,Sep,0.4625001
Year 2022,Sep,0.575
Year 2022,Sep,0.525
Year 2022,Sep,0.4750001
Year 2022,Sep,0.525
Year 2022,Sep,0.575
Year 2022,Sep,0.575
Year 2022,Sep,0.575
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.525
Year 2022,Sep,0.3375
Year 2022,Sep,0.3125
Year 2022,Sep,0.3125
Year 2022,Sep,0.3125
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5375001
Year 2022,Sep,0.525
Year 2022,Sep,0.4750001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.3375
Year 2022,Sep,0.3375
Year 2022,Sep,0.3125
Year 2022,Sep,0.2875
Year 2022,Sep,0.3625
Year 2022,Sep,0.3625
Year 2022,Sep,0.4125001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5125
Year 2022,Sep,0.5125
Year 2022,Sep,0.5125
Year 2022,Sep,0.5125
Year 2022,Sep,0.5125
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.4125001
Year 2022,Sep,0.3625
Year 2022,Sep,0.3375
Year 2022,Sep,0.3875
Year 2022,Sep,0.4125001
Year 2022,Sep,0.3875
Year 2022,Sep,0.4375001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.4625001
Year 2022,Sep,0.4875001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5375001
Year 2022,Sep,0.5125
Year 2022,Sep,0.5125
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Sep,0.5500001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.575
Year 2022,Oct,0.575
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.575
Year 2022,Oct,0.525
Year 2022,Oct,0.5000001
Year 2022,Oct,0.5500001
Year 2022,Oct,0.575
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6750001
Year 2022,Oct,0.6750001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.5500001
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.5500001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.65
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6250001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6000001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.575
Year 2022,Oct,0.575
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.5500001
Year 2022,Oct,0.525
Year 2022,Oct,0.5500001
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.6750001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6125001
Year 2022,Oct,0.6000001
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.525
Year 2022,Oct,0.5500001
Year 2022,Oct,0.525
Year 2022,Oct,0.5875
Year 2022,Oct,0.5625001
Year 2022,Oct,0.7375001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6125001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.525
Year 2022,Oct,0.5500001
Year 2022,Oct,0.5500001
Year 2022,Oct,0.525
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5875
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5125
Year 2022,Oct,0.6125001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.525
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5875
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5875
Year 2022,Oct,0.5875
Year 2022,Oct,0.5875
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5375001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6125001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5875
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5625001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5875
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5375001
Year 2022,Oct,0.4875001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5875
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.4875001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5875
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.4875001
Year 2022,Oct,0.5125
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5375001
Year 2022,Oct,0.5875
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5375001
Year 2022,Oct,0.5125
Year 2022,Oct,0.5125
Year 2022,Oct,0.5375001
Year 2022,Oct,0.4875001
Year 2022,Oct,0.4875001
Year 2022,Oct,0.4875001
Year 2022,Oct,0.6125001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.6375
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5625001
Year 2022,Oct,0.5125
